X	Y	Brightness
-0,790942342	-1,770929754	0,088363462
-1,862816309	-2,269029443	0,614975924
-1,301805393	3,40065367	0,748055697
-2,154124156	-4,460351071	0,979067072
-2,080250719	-4,655369096	0,782382883
-2,863967794	-4,46108571	0,504198551
-3,44081148	3,188565409	0,915381395
3,433852452	-1,042082755	0,402151111
-2,587882677	3,663634036	0,995752911
-2,491431204	4,272622688	0,377952442
3,30897041	-0,86202135	0,998779449
-4,116303246	3,11218759	0,030235781
-2,376551615	3,710679845	0,648598395
3,251726497	-1,624165279	0,785020145
-3,103803393	-3,22162787	0,283735802
-0,819033071	-1,776346498	0,620206935
-2,301225578	-2,311193722	0,435713871
-2,564265307	-2,055511729	0,450871353
-1,872235389	3,735126864	0,625754886
-2,088816441	-4,499073733	0,730388986
-1,571207277	4,138105476	0,791034208
-1,930730203	4,17354276	0,645504031
3,58945378	-0,845160256	0,26215246
-1,075069528	2,582943755	0,611828454
-2,657718439	4,061149426	0,317128021
1,143671082	-2,797261443	0,563935108
2,484272462	-2,354400113	0,62508708
-1,865566699	3,442236907	0,152789972
-2,625088429	-4,111421228	0,780015587
2,480121292	-2,580313671	0,964618979
-3,466272441	4,154722091	0,205371171
-3,408539931	4,261926444	0,031769485
-1,392840707	3,684928867	0,861847347
-3,972868566	3,150687068	0,921956576
-1,214970254	-2,329059802	0,91741342
-2,231110093	-4,183678949	0,768808354
3,137921247	-2,33182984	0,875420174
-2,644594807	-2,947881492	0,13414294
-1,963546589	3,73994951	0,716935301
0,84109903	-2,918588671	0,729375446
-3,12625816	3,420902991	0,469117128
-3,596732852	2,733636082	0,440889468
-3,754010378	3,304335086	0,991466109
1,503502172	-2,299968003	0,717894883
-1,292061856	3,325686395	0,571171047
1,919988156	-2,677991026	0,506803291
3,206241035	-1,597715228	0,696381125
-2,095284395	-4,549156876	0,690857931
-2,463684695	-4,730633457	0,755274269
-2,822390289	-3,817172563	0,659694247
2,53490866	-2,752348896	0,806722042
-2,066865978	-4,64522028	0,224289696
-3,637873972	3,432817977	0,958043991
-1,86421533	4,026622297	0,871990347
3,024697966	-0,950054272	0,890240048
-2,009197209	4,450866526	0,076085083
-4,007908345	2,766772339	0,456906836
-2,826412665	-2,94193979	0,959249075
1,400062341	-3,202715026	0,217902806
-1,185544608	-1,851335921	0,996676908
2,457452744	-2,584683946	0,277283083
3,136543794	-0,102304869	0,310909004
3,38380176	-1,083706675	0,740422392
-2,296664761	-2,4938707	0,697751294
-0,918841211	-1,524713436	0,16610632
-2,783311161	-3,393749767	0,665478336
-1,363423456	-2,311018129	0,164064942
-2,352000525	4,248563501	0,946827467
-1,522922351	-1,832564328	0,542876881
2,974758881	-0,726733202	0,423589108
1,366658722	-2,37152171	0,165050331
2,994732845	-1,672336916	0,398997695
-2,589986479	-2,701697877	0,036139035
-3,048784014	-2,724042616	0,81103317
-2,163732044	-1,639603117	0,244863495
3,336822639	-0,654421871	0,499993371
-2,681211243	-3,627302678	0,142132803
-1,480183284	3,630366357	0,869741961
-0,69593984	-1,877371647	0,145881582
-2,246715816	-1,70332889	0,143080496
-2,201508958	4,366101583	0,879506952
-4,111245793	3,450243904	0,636764114
-1,011622356	3,778008643	0,588583111
3,204316539	-0,183938159	0,795288267
3,965974459	-1,081237378	0,239186548
1,825352092	-2,735200947	0,663922201
1,020293691	-2,625422272	0,500180035
-3,466152961	3,017654967	0,629021272
-1,977291147	-1,880769159	0,840913636
3,231834489	-1,001714706	0,100779117
-3,01860176	4,015841555	0,663033225
-2,406592106	-2,371075774	0,338835137
1,551000253	-3,037015866	0,863691464
-2,070683887	4,34036909	0,36919287
-2,832490657	4,377408899	0,589742349
-3,002741098	-2,979689904	0,688842174
-3,183619039	3,351434861	0,95927035
-3,606702028	2,740674463	0,224275129
-1,377406988	3,138856048	0,605461178
-0,870517577	3,371874602	0,070532057
-3,556662222	3,153409544	0,476010807
-2,674018557	-3,820831581	0,607256305
3,549107478	-0,646545961	0,516215624
2,945383342	-0,390906933	0,534828683
-2,618086875	3,670789055	0,542462899
2,822348457	-2,565370068	0,243107123
3,770421546	-1,338661683	0,125822266
3,148921205	-2,607401461	0,323521068
-3,708710302	3,947443559	0,151996889
-1,2267953	-1,886170745	0,779630762
-1,202199699	3,359585109	0,891939306
-2,860468929	4,01887737	0,491723647
-3,932184489	2,992786656	0,017348689
3,783869711	-0,456926318	0,011863721
3,251252407	-2,339617264	0,858202544
-1,660203666	3,733725291	0,048315446
-1,494962526	-1,633538413	0,978805467
3,55833986	-2,336661909	0,912564412
3,03657109	-2,601465941	0,358958252
-2,215532455	-2,844223983	0,498527228
-3,250026413	-3,886012042	0,78127867
-2,325114922	-3,898145468	0,889845822
3,730029475	-0,957860208	0,141778543
3,165822813	-0,927066488	0,907093067
-2,733290494	-3,339283988	0,498830161
2,991409921	-2,795176991	0,549005781
-1,363582785	3,048697112	0,890617071
2,935359552	-1,865756553	0,088574089
3,9116243	-1,933383846	0,39249964
3,046104431	-2,266367712	0,417161129
-1,355082691	3,418841998	0,367716001
-0,837933314	2,570273855	0,807777703
-1,715851358	3,589190538	0,942062442
-3,81857455	2,756458608	0,634066131
-1,313472953	3,852293379	0,824737896
-2,386541032	-4,714708266	0,598750916
3,232112009	-0,249965403	0,593849814
1,349576428	-2,563713463	0,313307247
-1,701330843	-1,84426912	0,912677998
-2,213062651	-2,810140788	0,901095333
-1,333233279	3,319099264	0,178306651
2,566418277	-2,731383662	0,022531705
-2,593857428	-4,079784722	0,26751665
1,971805425	-3,013748042	0,208331607
1,726405446	-3,257890896	0,282911403
-2,236677871	-3,854810529	0,805332347
-2,074805713	-4,408402644	0,615509038
-1,019501559	-2,005119186	0,683080919
3,118233972	-2,478123172	0,522642073
-2,134494508	-4,919728399	0,317040487
3,205568371	-2,427068645	0,559334881
-2,653110876	4,265882931	0,868006502
-2,729082899	4,130254437	0,85833034
-3,740364286	2,989622957	0,154752125
-3,602703301	3,619929567	0,818846276
2,796882534	-3,016718787	0,753041569
2,234088107	-2,397601734	0,730159034
-3,20744131	-2,894608082	0,18742218
-3,836808773	3,586911803	0,745878879
3,316358966	-0,120165615	0,241014108
3,149454564	-0,947400462	0,057653493
3,027928694	-2,152095575	0,194442167
-2,224002757	-2,256641546	0,644770915
2,932567855	-2,138766452	0,938647069
-2,840419193	-2,198204512	0,369590642
-0,835090244	-1,452091243	0,388106546
-3,247678	-3,151684481	0,590907307
3,523713345	-2,538623498	0,118828252
-1,661966898	3,230487048	0,000937673
-2,609834733	-2,521204998	0,672998388
-2,359579168	-2,637227127	0,622321585
3,105209437	-1,454409832	0,352355408
-2,353157239	-3,160357747	0,645688322
-1,996089291	-1,731628356	0,513544081
-4,226131545	3,521323661	0,194741394
-3,4204679	3,513485742	0,78618992
-3,759279585	3,43580653	0,152656515
2,690214478	-2,139576955	0,913107114
-4,074526069	3,59658371	0,119040804
-2,365568846	-3,399700135	0,567677954
-1,592975277	3,09453293	0,670711573
-1,217251433	2,70717835	0,611778575
-3,35073187	3,843801741	0,633081195
-2,955078011	-2,408438164	0,593374421
3,063518641	-0,45725754	0,223764934
3,855919616	-1,438987933	0,115831135
-2,684064533	3,78868107	0,004456403
-3,570364883	2,94736364	0,860620041
-1,688081951	4,016405467	0,453232082
-1,708948869	3,82010565	0,089456352
2,551331467	-2,241439106	0,118153966
-3,825436634	3,173260333	0,790294077
-2,684751283	-3,588582743	0,715943552
-1,58581165	3,353074349	0,355209014
-1,691388505	-1,664399295	0,263546976
3,82358989	-2,04603797	0,694751912
-1,241120624	-2,249473352	0,250961572
-1,108347826	-2,144082403	0,967098722
-1,547829174	3,665404696	0,088804914
3,408409092	-1,43995861	0,639683539
-0,93567441	-2,387899841	0,701382503
-1,774749506	4,101280048	0,667311154
-1,892813187	-1,611755379	0,136098781
-2,725623553	-4,138093803	0,826146535
-1,659098346	-2,208775214	0,360835363
-1,477207973	3,350406778	0,497231493
3,684179323	-2,34937964	0,967325251
3,190547122	-1,025558836	0,651675273
-1,413976303	3,954052129	0,428056563
3,715991815	-1,168533205	0,487805822
-4,205036013	2,739279455	0,30893673
-3,573790741	4,090679595	0,694746827
-2,496391254	-2,418108152	0,036800344
-3,140876554	3,632219422	0,103864914
3,891512457	-1,14061107	0,558933961
1,982590151	-3,109911927	0,035139457
-2,373392874	-4,880562102	0,637420738
3,13322036	-1,398664522	0,709408794
-1,515857363	3,546050633	0,447852724
-0,651898709	3,146211882	0,941153585
-1,981906851	3,417591543	0,363291881
2,780106488	-2,588069487	0,843150695
3,951926507	-1,740596794	0,635943164
-2,205310053	3,99518836	0,788082155
3,422209302	-1,271443472	0,984758696
-2,390766344	-1,919535655	0,361909869
-1,461169869	2,574602309	0,321419683
-3,70797716	2,917402239	0,900116017
-3,235181775	-2,936627919	0,38082312
3,30864828	-0,219970565	0,504267662
-3,563267073	2,912233392	0,821270239
-2,134635772	3,871267302	0,781905452
1,904287922	-2,913565444	0,79848567
-0,828432072	-1,867034269	0,564095432
-2,114447366	4,119408725	0,331418686
3,707821634	-1,22280849	0,675140582
-2,833914241	-3,691245993	0,502804954
3,175386469	-1,041325976	0,048124888
-2,244643494	-3,771569332	0,652466502
-1,269298843	2,466159473	0,850897152
-1,28583319	-1,967596811	0,961450717
-1,960826674	3,671331174	0,893354225
-2,87414826	3,896956921	0,130455622
3,324164217	-1,694085328	0,623700237
-1,42702384	4,089291495	0,996418201
-2,405393052	3,780707756	0,471942158
-0,903402943	-2,428869329	0,432121732
-2,58437583	-3,02654228	0,161867212
-2,431113674	-3,615362549	0,667783652
-4,064912284	3,407431933	0,250860452
-2,99199284	-2,742222767	0,147192725
-3,489944829	3,063638908	0,296292602
-2,138576032	-4,330677358	0,121095517
-1,90581776	-2,136141031	0,522305054
-2,445825665	-3,553402302	0,308578024
-1,061978812	3,224575302	0,338753224
-2,539102207	-2,869616601	0,995665199
-3,10388749	-4,086637142	0,120850992
-2,501141543	3,950821317	0,685388745
-1,997685001	3,80709366	0,579110916
-2,387548787	3,847469185	0,726055792
-2,674010847	-3,089470925	0,588585431
-2,723405943	-4,33350436	0,109017779
-3,646563204	4,169220109	0,509212339
0,812397426	-2,864657831	0,684784785
-3,489279058	3,88956155	0,71839223
-2,572871055	-1,927013884	0,972208494
-2,565999717	-3,616362369	0,100028208
-2,46912054	-2,18749624	0,062896864
-0,561556538	-1,822307182	0,278459118
3,219775732	-2,370748883	0,151731834
-2,298128576	3,773535225	0,79446723
-2,353065024	-2,760063877	0,278081028
2,827416115	-3,108401471	0,810626251
-0,959235998	2,839614384	0,371403831
-0,962179533	2,4513366	0,132938695
-3,185961218	-3,113813585	0,697182598
2,721070057	-0,553358021	0,507042793
-1,362592662	3,388204847	0,674340747
-2,896376639	-2,465215159	0,758207774
-2,090284694	4,013011361	0,812761768
-2,80090967	-4,139650688	0,205234385
3,24627596	-1,233046831	0,600276587
-2,513845749	-3,474415147	0,667883385
-2,964362927	3,584165984	0,816223761
-3,61139852	3,712400192	0,337163078
-4,289241567	2,960588013	0,615308162
-4,350325748	3,260227168	0,899500567
-2,669971417	3,715840381	0,614601551
-3,465312902	4,046264	0,278347303
-0,847574499	-1,78875195	0,559365843
-3,070708228	-3,149430407	0,928454669
-2,956170898	4,219527738	0,093523159
3,249694638	0,07856677	0,562207107
-2,001446965	-4,322377281	0,727038433
3,21287084	-2,013760576	0,554551984
3,020242846	-1,075367208	0,351779852
-2,749790905	4,166333951	0,289581398
-2,073911493	4,169679386	0,091067799
-4,169932257	2,703517952	0,788124472
-0,639555285	2,72644594	0,19762425
-2,939927994	-2,18656049	0,629819623
-4,133579659	3,27298639	0,241893126
-2,056929504	-1,985275629	0,671528749
3,060054655	-2,241180467	0,176752443
-2,236441373	-1,611815755	0,787480574
-1,878818675	-4,278949906	0,927435084
3,430663576	-0,380946254	0,919230565
-2,307452445	-2,081553858	0,53442485
-2,272811854	4,132383463	0,195846031
-2,520356244	4,369279056	0,61788745
-2,482241199	-4,961430276	0,415794167
-3,05051092	-3,067831046	0,383328592
-1,445846196	2,785678732	0,427043788
1,813735549	-2,613360064	0,717357012
-4,176202286	2,723197393	0,386485585
1,650965447	-3,133924117	0,174416811
-2,716908896	-1,962002478	0,722990435
3,194171968	-2,055128395	0,123202965
-3,362055707	3,662798302	0,459977516
-1,395099326	-1,98888391	0,337766008
-1,027572229	3,556330534	0,955974298
3,199975347	-1,729350337	0,354665909
-1,304206703	2,63239457	0,322161597
-2,598841237	3,918420817	0,216438186
2,853518529	-0,760696727	0,982194671
-1,681773269	-1,992468933	0,155631995
3,88561246	-2,026486698	0,349227998
-3,65332591	3,942622562	0,443360845
1,505181643	-3,241478501	0,091319478
-1,74438135	-1,831590242	0,176138795
-0,865742958	3,506957867	0,330156864
-3,239956223	4,310806854	0,135721096
2,069817742	-2,646198489	0,232052721
-2,197923707	3,869332643	0,893081432
-3,469607783	3,23603918	0,482555432
1,646014026	-2,274795439	0,796546488
-2,777840789	-4,160204282	0,047823222
-0,510191328	-1,588370966	0,815519542
-3,396240501	3,677623536	0,269512729
1,60678984	-2,471532696	0,056607628
-2,080192432	3,564292532	0,242913755
-2,359817121	-4,821961385	0,334559705
-2,864267191	-3,773581777	0,191393726
-2,604489011	-3,280933906	0,702270311
-3,673929606	3,674803058	0,811938895
-1,938446921	-1,54268692	0,510344922
-0,836411512	2,993611234	0,910606481
3,623226273	-1,760215074	0,960038931
-1,967694245	-2,542030854	0,675256022
2,881930151	-0,75549812	0,742099452
3,375654489	-0,511348876	0,131609823
1,621052348	-2,752486573	0,170913576
-1,545693776	-2,274458304	0,851546486
-3,27938965	-3,36758877	0,99502832
-2,413527191	4,338153682	0,106290415
3,525454923	-1,722797594	0,36927734
2,651053713	-2,674955849	0,808762985
2,743460605	-2,287423745	0,626342741
2,334792361	-2,328794612	0,858907796
-1,589705606	-1,755611704	0,756414775
-2,827274989	-2,691695868	0,313980013
-2,218301022	-1,596923289	0,725770399
-4,181691842	3,093367118	0,717273604
-2,008166605	3,667894315	0,68674341
-3,894438244	3,446098256	0,693015224
-0,836050091	3,417072112	0,490487469
3,819455071	-0,980559549	0,968316891
3,387077223	-0,15283755	0,637497339
-1,990215322	-4,643136468	0,2299133
3,221537918	-0,537344185	0,454915716
-3,804679154	3,940976499	0,655862001
-1,500318434	3,396646261	0,409623535
-0,741092522	2,725904432	0,446119213
-2,309917228	-2,306867595	0,509094324
-1,745388149	-2,081145298	0,489414086
-1,952217763	-2,340249786	0,787488129
-2,690712193	-4,463878535	0,698459633
-3,07191801	3,742609389	0,875646616
-2,337985738	3,683275592	0,301832468
3,220617111	-2,315034279	0,197318528
-2,251937184	-3,980473494	0,294099806
-1,717093569	4,310123097	0,518547447
-3,089088444	4,264608216	0,895275886
-3,112810798	-3,474982948	0,029934709
-1,081078539	3,369516186	0,214901642
-2,989774111	-2,319348864	0,47220741
-3,181943612	-2,857401757	0,443311184
3,597797827	-1,109165594	0,057353105
3,265688834	-1,836228664	0,48915765
3,293952022	-1,928812816	0,555855286
-1,540719128	4,110077124	0,766323315
3,602665463	-1,353447906	0,254770749
-2,421008797	-3,811197492	0,08729893
0,985732475	-2,729539384	0,992646816
-0,911542709	-2,184518089	0,552428659
3,229464018	-1,274642603	0,872974494
-2,041509821	-2,258366447	0,507397585
3,421465296	-2,00328797	0,997859237
3,728847944	-1,303214085	0,904539845
-1,726021431	-1,600400365	0,556682593
3,623441439	-2,313695861	0,669272156
-2,306497788	3,720081855	0,356874461
-4,126692498	3,314464945	0,952591026
3,198278636	-0,577114082	0,93620278
1,731388463	-2,416750436	0,573566528
-2,308923296	-4,843499413	0,427880617
-2,750644752	-3,955232482	0,338940729
1,588131795	-3,242754074	0,793150496
-2,337253635	-1,697208953	0,952028141
2,667769757	-2,58603474	0,022135953
-2,668396104	-2,832141401	0,014359216
-2,297813593	4,250606001	0,492160564
3,284464769	-1,077309962	0,391321442
-2,171600459	3,596833018	0,636875391
-2,782941847	-4,685245527	0,38019214
2,839104611	-0,575038198	0,505880515
-2,59039078	-1,920282472	0,826817168
-2,674774078	-4,129608893	0,125625073
-1,659027074	3,353479498	0,218241302
2,113371966	-2,420918714	0,299659794
-2,496086429	-3,770884334	0,593815748
-3,98798592	3,548917253	0,258718704
-3,801779303	2,694797936	0,938683914
2,650463175	-2,248267872	0,827729911
-2,122917306	-2,2653742	0,916866349
-2,649961965	-2,781293681	0,325677291
-2,494989499	-2,837296159	0,796124044
-2,994971701	4,226758106	0,704548236
3,070469987	-2,125921187	0,456299086
-2,3088902	-2,443131403	0,510494359
1,272631469	-2,407975794	0,708365296
3,240166833	-2,117637776	0,885534853
-1,064960942	3,254162814	0,997186063
0,999637499	-2,727201405	0,322981125
-2,774254449	-3,732692576	0,140228118
3,083866482	-1,334897593	0,038680776
2,695144249	-2,911848609	0,03976713
3,755080971	-1,731337844	0,42553845
3,140652231	-2,882755634	0,358673631
3,473081338	-2,114338972	0,369688046
3,344373496	-1,289843936	0,707218866
-2,343176318	-3,78160147	0,691956287
-2,29062034	-2,916117888	0,303150914
3,280767172	-0,278725417	0,124660339
-1,839771432	3,885818697	0,347256354
1,365978089	-2,345647161	0,861813444
1,673539706	-2,892281815	0,322754786
-2,253221335	-2,740499068	0,872824785
3,988233736	-1,360671636	0,211728553
1,597674093	-2,785121331	0,926125211
-2,372759003	4,363293505	0,436322272
-0,919488109	-1,9449484	0,673155733
-2,945739512	4,467687527	0,920946355
3,758890283	-2,301587636	0,766751505
-3,542626803	3,000182396	0,819546719
0,98999942	-2,935501034	0,555699435
-1,678748805	-1,428353251	0,89834104
-2,84653625	3,528988063	0,062914639
-1,356591642	-2,009123699	0,668194153
2,965439758	-0,869593221	0,323551665
-0,884333298	-2,393279609	0,630264277
-0,891877743	3,059317972	0,272820463
-4,045184666	3,476984332	0,950847469
1,207404661	-2,45264478	0,342151958
-2,223971589	-2,383804063	0,222828448
2,873583703	-0,608099417	0,938639883
-3,429317993	3,05423203	0,404162423
-2,161022345	-2,340305299	0,475753945
-1,062871228	2,907929611	0,098507845
1,719374383	-2,609213446	0,431496397
-2,285504813	-2,207062722	0,568318168
-3,513792722	3,507018576	0,508990676
-1,348714524	2,914489391	0,233016715
-3,04705492	-3,463037349	0,259826994
0,989365639	-2,701851723	0,395732084
-2,402817931	-2,782058142	0,068356594
-1,774358379	3,488014627	0,785350646
3,343611337	-0,444523615	0,443829827
-1,407045313	-2,183808952	0,514459966
2,323727367	-2,827114668	0,478961237
-2,502979766	-3,878823686	0,37113562
-2,156702517	-4,05389518	0,611121472
2,802657304	-2,007983185	0,278753871
-3,540621656	2,789796881	0,359372165
2,908984774	-1,855979245	0,829532127
-1,752572546	3,747653001	0,232475465
3,55512031	-2,169067229	0,114070166
3,606450848	-1,436954578	0,407695636
1,528109123	-2,598487092	0,534545695
-3,595635616	3,060629091	0,824378143
-3,294874144	4,14505937	0,349928294
-0,894232406	2,514503942	0,705340126
2,374641727	-2,653126745	0,799601887
-1,956706572	-4,546933075	0,092716877
-1,247196636	3,592641928	0,696924001
-1,304799978	-2,021161383	0,093841358
3,727945036	-1,765069309	0,515231826
3,014555582	-2,039835957	0,520179744
-2,222066352	-1,729206108	0,004046113
-1,843630822	-2,060849303	0,613925059
-1,968770929	3,62031029	0,52702398
1,848770245	-2,405988824	0,910409597
-2,08700493	4,112117873	0,052003513
-1,17413232	-1,730496167	0,243781351
-2,71873419	-2,248132225	0,827534519
-1,89885831	4,2514829	0,00583801
-2,367095197	3,722628311	0,197329565
2,428598601	-3,196266965	0,358948264
2,529661536	-3,065493473	0,016584115
-1,807559744	-2,4090108	0,087919487
3,130404411	-0,181502611	0,184227412
-2,950627645	-4,322600876	0,1262008
2,882980476	-1,993171409	0,369931477
-1,865509308	-2,290627714	0,599768848
-2,235826772	-1,760581984	0,557566277
-0,893043288	2,68091654	0,212389605
-2,681163701	-2,951523636	0,721569117
-3,608395064	3,046513171	0,922232274
-2,426689299	-2,480871316	0,101305262
-1,735398886	-2,028836838	0,420606484
-1,852307665	-1,701422564	0,27629902
-3,563887926	3,137566745	0,824405079
-2,580162508	-3,451271374	0,676474657
-0,48010591	-1,609447295	0,348367773
-1,725336327	4,12849362	0,424792892
-2,261621491	-4,324334435	0,37250151
-3,624173848	2,954227916	0,326604319
3,297342494	-1,624321269	0,151461412
-2,908700129	-2,380583012	0,825736884
-1,44004637	3,172239502	0,097319714
-2,7795865	-2,299860643	0,120959983
-0,770603544	2,452588596	0,315220431
-0,860340447	2,622494774	0,665665059
-3,163419687	3,673033877	0,652579611
-3,920342515	3,019565998	0,754349327
1,248714726	-2,391543473	0,388927964
-4,132188325	2,837249253	0,180717569
-2,457948558	-3,714369886	0,998729015
3,381127518	-0,543847935	0,487031227
-2,077072888	-2,438592855	0,662192247
-2,062228275	3,494326374	0,956957514
-1,469469962	3,219073382	0,863235046
-1,318280417	3,479083807	0,530396552
2,703509484	-3,162617065	0,376761727
2,908571259	-3,089945078	0,738866582
-3,681567867	3,645033194	0,097415959
-1,740339732	-2,160758688	0,121755278
3,344119581	-1,388929438	0,026401349
-3,582000224	3,900216589	0,975285163
-2,589267711	-3,743216967	0,296990606
-1,76021994	3,799039537	0,189760372
3,332896418	-0,964004662	0,086253303
-2,718222401	-3,211505933	0,365346785
-2,423081158	-3,679391698	0,937977399
-0,784532119	2,441310421	0,780433632
3,493237485	-2,220160534	0,250038341
-2,672078221	3,661203975	0,745524888
-1,269047682	3,726382558	0,124859539
2,153488836	-2,851410282	0,339588787
-1,578065693	-1,46109184	0,110439405
-2,823173154	3,643735504	0,979470239
3,507692542	-0,826777488	0,474910877
-2,535241339	-3,535197054	0,520421913
1,859358777	-2,500794971	0,500734067
-3,362615258	4,079719525	0,300599973
-2,236556808	4,273394796	0,444077354
-1,966263726	-2,234194478	0,857788732
1,632829512	-2,770139116	0,573693826
-2,407975	-3,252163152	0,51126801
-2,466049395	-3,146919427	0,956452552
-4,101639889	3,629469854	0,128636422
-3,517994569	4,274943564	0,847284123
-2,024247898	-1,860908148	0,008738996
-1,006853639	3,742750397	0,65718846
-2,875016179	4,11015165	0,923074408
-3,156160654	-3,847244053	0,24006051
-2,762524471	-3,241949769	0,815705026
-1,653103906	-2,247403561	0,083835783
-3,660274015	4,192872005	0,169025434
-3,70371188	3,952787625	0,511606409
-1,589333034	2,893592744	0,76882511
1,480348698	-3,053946885	0,183563723
-3,913354237	3,417721099	0,793095976
-2,659994712	3,553946921	0,141069248
-1,539785987	3,332065487	0,479842461
2,598119264	-2,233469663	0,655832377
-2,393501751	-2,701114761	0,508990481
1,338854636	-2,371453442	0,540078248
-3,616481121	3,277612803	0,520077414
-3,504448629	2,919961333	0,824857698
-2,434912918	-3,172335132	0,86660208
-1,868014211	-2,148471568	0,768748894
-2,779031245	-3,773628535	0,207261434
-1,241830223	-1,623742945	0,624818966
-2,388574585	-2,939523142	0,928257041
-3,568154117	2,802180534	0,900655904
-4,221730684	3,082881795	0,010081574
-2,461196517	3,643903725	0,638164462
-2,315542729	3,928768822	0,382812792
-2,275170617	-4,357106567	0,078043449
-2,363329767	-2,940065985	0,672200426
2,315773678	-2,391557728	0,604371289
-2,439760645	-2,053740756	0,526387791
-1,209421195	3,472481753	0,932606927
3,77397739	-1,545819696	0,935477602
3,361757767	-1,364793569	0,723207765
-2,161444001	3,936545309	0,406536459
2,757693298	-2,574196801	0,699296755
-1,766702096	-2,076397706	0,3057079
-0,608243102	2,692872747	0,561210145
-2,25422209	-4,850880517	0,420655597
-3,922181953	3,397607351	0,869315157
-2,565574078	-2,504239258	0,996701996
2,571015238	-2,546346896	0,173091274
-3,360580515	3,192862159	0,695144128
-1,981712065	-1,882095236	0,17958194
-2,337424195	-3,501984028	0,811306712
1,163657212	-3,086235323	0,158676017
-3,101277959	-4,181864747	0,824719828
-3,153573526	3,830928578	0,137814393
-2,466962768	-4,956117757	0,529542926
2,314854985	-3,114767437	0,519524093
3,014288724	-1,821882979	0,203898152
-1,294799782	-1,785160014	0,323549295
-1,172110221	-2,189629507	0,671192536
-3,299205398	3,524912257	0,578810534
-3,752502075	4,132017039	0,218625666
-1,671884741	-1,478499609	0,975607959
-2,142347804	-3,978344704	0,909936904
-2,375009678	-3,085334072	0,636636367
3,067034251	-1,600227165	0,300401975
-0,985031092	3,241400931	0,843450813
-2,145701089	-4,394158121	0,703100634
3,210397474	-0,808815129	0,103046987
